P_PARTKEY,P_NAME,P_MFGR,P_BRAND,P_TYPE,P_SIZE,P_CONTAINER,P_RETAILPRICE,P_COMMENT
1727,dim puff frosted brown sky,Manufacturer#3,Brand#33,SMALL PLATED BRASS,6,WRAP CAN,1629,es. final deposits try
1728,lace sky gainsboro dark ivory,Manufacturer#5,Brand#55,SMALL POLISHED BRASS,10,LG PACK,1630,s wake slyly. sly
1729,burnished cornsilk chiffon plum forest,Manufacturer#3,Brand#33,SMALL BRUSHED COPPER,17,WRAP BAG,1631,urts ha
1730,lavender grey chiffon gainsboro papaya,Manufacturer#1,Brand#13,ECONOMY BRUSHED COPPER,47,MED PACK,1632,l accou
1731,beige lemon forest lace plum,Manufacturer#3,Brand#32,ECONOMY PLATED STEEL,40,MED DRUM,1633,ealthily regular
1732,peru tan white chocolate navy,Manufacturer#1,Brand#15,LARGE BURNISHED COPPER,6,LG DRUM,1634,arefully final the
1733,chiffon goldenrod grey light coral,Manufacturer#3,Brand#33,STANDARD PLATED NICKEL,8,WRAP DRUM,1635,efully regular
1734,tan pink coral snow honeydew,Manufacturer#5,Brand#54,PROMO POLISHED NICKEL,42,LG CASE,1636,usly regular shea
1735,white frosted maroon ghost yellow,Manufacturer#4,Brand#44,STANDARD PLATED TIN,7,JUMBO JAR,1637,ests.
1736,dim orange beige plum navy,Manufacturer#2,Brand#24,ECONOMY POLISHED NICKEL,38,SM PKG,1638,ggle against 
1737,puff bisque moccasin mint chiffon,Manufacturer#3,Brand#32,ECONOMY POLISHED BRASS,29,WRAP PKG,1639," furiously. f"
1738,olive goldenrod magenta metallic lime,Manufacturer#5,Brand#52,LARGE ANODIZED NICKEL,4,WRAP CAN,1640,"the special, final"
1739,honeydew saddle orange white sandy,Manufacturer#2,Brand#24,MEDIUM BURNISHED COPPER,47,JUMBO BOX,1641,orses. fluffily i
1740,dim grey gainsboro chiffon aquamarine,Manufacturer#2,Brand#21,STANDARD BURNISHED TIN,16,WRAP CAN,1642,. special acco
1741,dark violet medium frosted goldenrod,Manufacturer#5,Brand#52,SMALL ANODIZED STEEL,9,JUMBO BAG,1643,ions. furiously 
1742,powder rose lemon maroon papaya,Manufacturer#5,Brand#54,STANDARD BURNISHED BRASS,43,WRAP DRUM,1644,ely along the furiousl
1743,blue spring grey bisque orange,Manufacturer#3,Brand#31,LARGE PLATED STEEL,30,JUMBO JAR,1645,r accounts 
1744,cream lavender black grey royal,Manufacturer#2,Brand#24,LARGE POLISHED BRASS,27,JUMBO BOX,1646,es. accounts 
1745,burnished azure sienna navajo peru,Manufacturer#3,Brand#31,SMALL BURNISHED COPPER,24,MED PKG,1647,uriously
1746,forest lime maroon hot coral,Manufacturer#1,Brand#13,MEDIUM POLISHED NICKEL,37,WRAP DRUM,1648," pinto beans."
1747,burnished peru lawn cyan sienna,Manufacturer#5,Brand#55,SMALL BURNISHED COPPER,28,LG CAN,1649,nto b
1748,smoke beige royal magenta lavender,Manufacturer#4,Brand#45,ECONOMY POLISHED STEEL,34,JUMBO CAN,1650,ounts sleep accordin
1749,burnished turquoise forest smoke plum,Manufacturer#3,Brand#32,LARGE BURNISHED COPPER,29,MED CASE,1651,lthily final acco
1750,sandy pink turquoise magenta saddle,Manufacturer#2,Brand#23,SMALL PLATED NICKEL,44,JUMBO BAG,1652,arefully express 
1751,sienna pale royal cream midnight,Manufacturer#2,Brand#21,ECONOMY PLATED COPPER,24,SM CASE,1653,ously ato
1752,pale cyan lawn medium smoke,Manufacturer#1,Brand#11,PROMO BRUSHED NICKEL,22,SM PACK,1654,riously 
1753,beige smoke slate steel lavender,Manufacturer#2,Brand#24,ECONOMY POLISHED TIN,50,MED PACK,1655,y ironic bra
1754,tan gainsboro dim azure spring,Manufacturer#1,Brand#11,LARGE BURNISHED NICKEL,39,LG CASE,1656,inst the slyly 
1755,maroon mint drab deep white,Manufacturer#4,Brand#41,ECONOMY PLATED STEEL,43,LG PACK,1657,e slyly even dugou
1756,powder olive turquoise plum tan,Manufacturer#5,Brand#52,ECONOMY POLISHED COPPER,10,WRAP CASE,1658,beans. ideas wa
1757,dark moccasin snow lavender salmon,Manufacturer#4,Brand#43,ECONOMY BRUSHED BRASS,33,SM DRUM,1659,e furiously re
1758,gainsboro white medium spring navajo,Manufacturer#1,Brand#13,PROMO ANODIZED NICKEL,39,MED DRUM,1660,ccounts!
1759,dim spring tan turquoise dodger,Manufacturer#1,Brand#15,PROMO POLISHED TIN,43,SM BAG,1661,ular foxes
1760,floral metallic lawn deep sky,Manufacturer#2,Brand#22,STANDARD PLATED NICKEL,3,LG BOX,1662,ind s
1761,peru rose green metallic blanched,Manufacturer#4,Brand#41,STANDARD ANODIZED BRASS,42,SM JAR,1663,cross the regul
1762,medium chocolate dodger papaya slate,Manufacturer#3,Brand#34,SMALL BURNISHED COPPER,7,SM DRUM,1664,ages n
1763,turquoise wheat smoke puff steel,Manufacturer#2,Brand#22,LARGE BURNISHED TIN,36,SM BAG,1665,"fter the special, re"
1764,misty indian blanched dark plum,Manufacturer#5,Brand#51,SMALL BRUSHED TIN,13,JUMBO BAG,1666,hogs use across
1765,saddle ivory lime papaya lace,Manufacturer#2,Brand#24,PROMO ANODIZED STEEL,50,JUMBO DRUM,1667,usly slyly fi
1766,pink plum sandy linen goldenrod,Manufacturer#3,Brand#33,MEDIUM BRUSHED TIN,18,JUMBO BOX,1668,"sts. bold, u"
1767,seashell deep peru puff coral,Manufacturer#4,Brand#42,ECONOMY POLISHED TIN,1,WRAP BOX,1669,unts. care
1768,puff black seashell blush forest,Manufacturer#5,Brand#54,MEDIUM ANODIZED NICKEL,10,LG DRUM,1670," packages above th"
1769,ghost indian brown purple cyan,Manufacturer#5,Brand#55,LARGE BRUSHED NICKEL,9,WRAP DRUM,1671,ily ironic requests.
1770,aquamarine snow powder cornsilk hot,Manufacturer#5,Brand#55,STANDARD PLATED TIN,24,WRAP PKG,1672,pecial warthog
1771,ghost steel thistle honeydew pink,Manufacturer#4,Brand#42,MEDIUM PLATED NICKEL,2,WRAP JAR,1673,nding deposits
1772,dark hot grey peach black,Manufacturer#4,Brand#44,PROMO POLISHED STEEL,6,MED BAG,1674,luffily ironic pi
1773,sandy turquoise indian steel tan,Manufacturer#5,Brand#52,LARGE ANODIZED TIN,12,MED JAR,1675,quickly
1774,khaki lavender rose tomato thistle,Manufacturer#4,Brand#45,LARGE PLATED STEEL,22,SM DRUM,1676,"ven, pendin"
1775,white dim green aquamarine turquoise,Manufacturer#4,Brand#41,STANDARD ANODIZED STEEL,12,LG PKG,1677,. carefully f
1776,dark linen orange plum seashell,Manufacturer#2,Brand#24,PROMO PLATED NICKEL,13,JUMBO CAN,1678," excuses"
1777,burnished black almond white violet,Manufacturer#3,Brand#33,ECONOMY PLATED STEEL,48,WRAP JAR,1679,tructions haggle
1778,honeydew sky salmon misty lavender,Manufacturer#3,Brand#32,SMALL ANODIZED TIN,9,JUMBO DRUM,1680," instruc"
1779,rose wheat cream chartreuse goldenrod,Manufacturer#5,Brand#53,LARGE PLATED BRASS,9,LG DRUM,1681,ithely special 
1780,linen metallic smoke sky puff,Manufacturer#3,Brand#31,STANDARD PLATED TIN,38,JUMBO JAR,1682,gular requests. c
1781,black indian forest hot olive,Manufacturer#4,Brand#45,PROMO ANODIZED BRASS,11,WRAP CAN,1683,sits; slyly regular
1782,firebrick seashell olive ivory mint,Manufacturer#5,Brand#51,STANDARD BURNISHED COPPER,19,WRAP JAR,1684,its. depo
1783,honeydew yellow dodger midnight purple,Manufacturer#3,Brand#34,ECONOMY ANODIZED BRASS,30,WRAP PACK,1685,olphins are fl
1784,dim blanched sienna indian sandy,Manufacturer#2,Brand#23,PROMO BRUSHED NICKEL,34,MED PKG,1686,ets. r
1785,chocolate dim honeydew orange dodger,Manufacturer#3,Brand#33,SMALL BRUSHED STEEL,42,JUMBO CASE,1687,n packag
1786,floral brown burnished blue metallic,Manufacturer#3,Brand#34,STANDARD PLATED STEEL,11,MED PACK,1688,ve the blithely fi
1787,lemon indian azure orange steel,Manufacturer#5,Brand#54,PROMO ANODIZED COPPER,38,LG CASE,1689,"posits. regular, p"
1788,dim hot bisque lime smoke,Manufacturer#3,Brand#31,PROMO PLATED STEEL,34,JUMBO BOX,1690,latele
1789,lavender chartreuse turquoise rose peach,Manufacturer#2,Brand#21,PROMO PLATED STEEL,29,WRAP PKG,1691,e slyly silen
1790,blush peru gainsboro dodger sandy,Manufacturer#3,Brand#32,ECONOMY PLATED COPPER,31,MED CAN,1692,special 
1791,smoke coral floral turquoise goldenrod,Manufacturer#1,Brand#14,LARGE BRUSHED NICKEL,18,WRAP PACK,1693,ic ins
1792,red rose brown saddle steel,Manufacturer#4,Brand#42,SMALL PLATED TIN,30,SM PACK,1694," fluffily above the bl"
1793,turquoise thistle purple salmon dim,Manufacturer#1,Brand#13,ECONOMY BURNISHED NICKEL,27,LG PKG,1695,lar deposits doze 
1794,slate green blush thistle linen,Manufacturer#3,Brand#32,ECONOMY BRUSHED NICKEL,11,SM PKG,1696,ages. sl
1795,beige thistle smoke moccasin rose,Manufacturer#4,Brand#43,ECONOMY ANODIZED TIN,13,MED JAR,1697,ly special ac
1796,snow forest sky chartreuse olive,Manufacturer#4,Brand#42,LARGE POLISHED BRASS,6,JUMBO CASE,1698,final accounts nag f
1797,floral blush snow linen almond,Manufacturer#4,Brand#44,LARGE BRUSHED NICKEL,25,LG CAN,1699,ole. blithely even
1798,olive lawn coral dim maroon,Manufacturer#4,Brand#45,PROMO PLATED NICKEL,3,SM PACK,1700," deposits s"
1799,chiffon bisque sienna black royal,Manufacturer#5,Brand#51,ECONOMY PLATED COPPER,15,SM CAN,1701,gged packa
1800,orange sky tomato saddle olive,Manufacturer#2,Brand#22,LARGE BURNISHED NICKEL,8,SM BAG,1702,gular accounts nag a
1801,ivory grey seashell smoke bisque,Manufacturer#4,Brand#44,ECONOMY BRUSHED STEEL,40,WRAP BOX,1703,eposit
1802,lawn burnished smoke wheat snow,Manufacturer#1,Brand#11,PROMO BURNISHED TIN,32,SM PACK,1704,c packages sleep
1803,indian lavender plum gainsboro midnight,Manufacturer#1,Brand#14,STANDARD BRUSHED NICKEL,15,JUMBO CAN,1705,y about t
1804,ghost white drab green wheat,Manufacturer#1,Brand#13,MEDIUM BRUSHED TIN,33,WRAP BOX,1706,nto beans cajol
1805,gainsboro coral frosted misty grey,Manufacturer#5,Brand#54,MEDIUM POLISHED STEEL,43,LG PACK,1707,thely along
1806,chocolate pale blue sienna smoke,Manufacturer#2,Brand#24,MEDIUM BRUSHED TIN,16,MED CAN,1708,slyly re
1807,mint blue chiffon honeydew drab,Manufacturer#4,Brand#43,LARGE ANODIZED COPPER,44,JUMBO CASE,1709,kly re
1808,sandy spring yellow purple seashell,Manufacturer#2,Brand#23,LARGE ANODIZED COPPER,13,LG PKG,1710,he carefully unusua
1809,medium magenta papaya lemon dodger,Manufacturer#2,Brand#21,ECONOMY ANODIZED NICKEL,13,JUMBO DRUM,1711,e carefully spe
1810,metallic chocolate tomato chiffon azure,Manufacturer#4,Brand#44,LARGE BRUSHED TIN,11,SM CAN,1712," the carefully regular"
1811,moccasin royal turquoise lime navajo,Manufacturer#2,Brand#22,SMALL BURNISHED NICKEL,42,JUMBO CAN,1713," the bl"
1812,burlywood blue magenta grey forest,Manufacturer#3,Brand#31,LARGE POLISHED STEEL,4,WRAP JAR,1714," fluffily. r"
1813,dim saddle lace violet seashell,Manufacturer#5,Brand#51,LARGE PLATED COPPER,48,JUMBO BOX,1715,y regular deposi
1814,maroon chiffon metallic wheat chartreuse,Manufacturer#5,Brand#54,PROMO POLISHED STEEL,42,MED DRUM,1716," accounts"
1815,cornflower green sandy chiffon cyan,Manufacturer#5,Brand#53,SMALL ANODIZED TIN,37,SM CAN,1717,ongside o
1816,burlywood cyan rose lavender sky,Manufacturer#2,Brand#21,MEDIUM BRUSHED TIN,13,SM BAG,1718,s nag blithely 
1817,sandy mint light medium saddle,Manufacturer#4,Brand#41,STANDARD ANODIZED COPPER,40,MED DRUM,1719,"the regular, sp"
1818,dim tan peru floral blanched,Manufacturer#4,Brand#44,MEDIUM PLATED NICKEL,30,WRAP CAN,1720,timents. quickly un
1819,turquoise deep salmon dodger sienna,Manufacturer#3,Brand#33,MEDIUM POLISHED NICKEL,18,WRAP DRUM,1721,uriously fl
1820,ivory burnished rosy plum cornflower,Manufacturer#3,Brand#35,PROMO POLISHED BRASS,26,WRAP CAN,1722,s. bold p
1821,orchid gainsboro dim chiffon rose,Manufacturer#2,Brand#25,ECONOMY POLISHED STEEL,39,JUMBO PKG,1723," the final, regu"
1822,smoke hot misty steel lavender,Manufacturer#3,Brand#33,MEDIUM POLISHED TIN,2,LG DRUM,1724,counts u
1823,saddle ivory khaki puff bisque,Manufacturer#5,Brand#55,ECONOMY POLISHED BRASS,24,MED BOX,1725," furio"
1824,lavender indian beige peru antique,Manufacturer#5,Brand#54,STANDARD PLATED BRASS,1,SM BAG,1726," unusual, "
1825,burnished frosted ghost olive powder,Manufacturer#5,Brand#55,MEDIUM ANODIZED TIN,27,WRAP PKG,1727,p express accounts. 
1826,beige olive tan pale lace,Manufacturer#5,Brand#55,PROMO POLISHED TIN,38,SM CASE,1728,struction
1827,beige steel tomato chiffon burnished,Manufacturer#5,Brand#52,PROMO PLATED STEEL,34,SM CAN,1729,express packages u
1828,saddle thistle gainsboro spring metallic,Manufacturer#1,Brand#14,MEDIUM BRUSHED COPPER,10,JUMBO BAG,1730,ts us
1829,aquamarine powder orange yellow lace,Manufacturer#2,Brand#25,STANDARD ANODIZED NICKEL,25,LG CASE,1731," thrash sl"
1830,khaki aquamarine lawn puff royal,Manufacturer#2,Brand#21,ECONOMY ANODIZED STEEL,19,LG BOX,1732,hely fi
1831,pale drab lemon mint sienna,Manufacturer#4,Brand#43,MEDIUM BURNISHED COPPER,37,MED PACK,1733,haggle furio
1832,chartreuse hot magenta purple thistle,Manufacturer#4,Brand#43,STANDARD ANODIZED BRASS,3,LG PKG,1734,entiments are furiou
1833,honeydew cornsilk lime red violet,Manufacturer#4,Brand#42,LARGE BRUSHED TIN,17,SM BAG,1735,ular ideas are f
1834,puff violet tan deep forest,Manufacturer#3,Brand#35,PROMO BURNISHED NICKEL,29,JUMBO JAR,1736,ges hinder along the 
1835,spring thistle orange light antique,Manufacturer#3,Brand#34,ECONOMY PLATED STEEL,39,SM BOX,1737,struc
1836,white burlywood chocolate powder beige,Manufacturer#4,Brand#43,SMALL BRUSHED TIN,4,MED BAG,1738," wake along"
1837,wheat lawn brown peach mint,Manufacturer#4,Brand#43,LARGE PLATED COPPER,10,SM JAR,1739,bout the special p
1838,lace bisque moccasin peru navajo,Manufacturer#4,Brand#45,SMALL BRUSHED BRASS,35,MED JAR,1740,onic dolphins 
1839,maroon medium orange cornsilk white,Manufacturer#5,Brand#54,LARGE BRUSHED STEEL,5,LG DRUM,1741,aggle among the
1840,light papaya azure burnished misty,Manufacturer#2,Brand#22,MEDIUM PLATED BRASS,49,MED CASE,1742," carefully"
1841,yellow metallic chocolate goldenrod royal,Manufacturer#4,Brand#41,LARGE BRUSHED TIN,35,WRAP JAR,1743,sly express theodoli
1842,powder thistle ghost cornflower chocolate,Manufacturer#1,Brand#15,STANDARD BRUSHED TIN,6,WRAP BAG,1744,uriously ironic reque
1843,chocolate burnished lemon drab chartreuse,Manufacturer#1,Brand#13,SMALL BURNISHED BRASS,45,WRAP CASE,1745,e the furio
1844,blue orchid rose chocolate spring,Manufacturer#4,Brand#41,PROMO BURNISHED STEEL,2,MED PACK,1746," carefull"
1845,royal khaki salmon black peru,Manufacturer#5,Brand#51,SMALL PLATED BRASS,40,MED CASE,1747,s sleep accordi
1846,puff turquoise thistle red light,Manufacturer#1,Brand#15,STANDARD BURNISHED STEEL,45,JUMBO PKG,1748,"ress ideas. regular, "
1847,yellow white puff orange rosy,Manufacturer#3,Brand#33,SMALL POLISHED COPPER,48,WRAP BOX,1749,ross the pending r
1848,sky smoke rose forest linen,Manufacturer#5,Brand#53,PROMO BRUSHED COPPER,11,JUMBO BOX,1750,"nding, final fox"
1849,wheat slate ghost drab dodger,Manufacturer#4,Brand#42,SMALL POLISHED TIN,24,MED PACK,1751,ly; fluffily even 
1850,plum forest olive orchid ivory,Manufacturer#5,Brand#51,SMALL BURNISHED COPPER,1,SM PKG,1752,nts haggl
1851,honeydew thistle ivory pale magenta,Manufacturer#3,Brand#34,MEDIUM BURNISHED NICKEL,3,JUMBO JAR,1753," blit"
1852,blue turquoise tomato smoke orchid,Manufacturer#5,Brand#52,ECONOMY PLATED TIN,23,LG CAN,1754,ly pending depo
1853,lawn beige grey royal cyan,Manufacturer#4,Brand#44,MEDIUM PLATED TIN,34,WRAP PACK,1755,integrate sl
1854,goldenrod metallic rose white moccasin,Manufacturer#2,Brand#24,PROMO POLISHED BRASS,14,WRAP PKG,1756,ual th
1855,tan dodger grey rosy hot,Manufacturer#2,Brand#21,MEDIUM ANODIZED TIN,9,MED CASE,1757,"ding, final accounts"
1856,dodger smoke spring rosy turquoise,Manufacturer#5,Brand#54,STANDARD BURNISHED COPPER,31,MED BAG,1758,nts nag ca
1857,aquamarine bisque midnight antique spring,Manufacturer#1,Brand#13,STANDARD PLATED NICKEL,48,WRAP PACK,1759,es. furiously even 
1858,thistle black lavender orange ivory,Manufacturer#2,Brand#24,ECONOMY POLISHED STEEL,15,WRAP CASE,1760,y by 
1859,lawn turquoise blanched sienna smoke,Manufacturer#1,Brand#14,LARGE ANODIZED NICKEL,20,SM JAR,1761,o beans h
1860,cream chartreuse lawn beige plum,Manufacturer#5,Brand#55,LARGE ANODIZED TIN,26,SM BAG,1762,ts could solve
1861,violet deep blanched drab white,Manufacturer#1,Brand#11,PROMO ANODIZED BRASS,3,LG DRUM,1763,telet
1862,royal black deep tan blanched,Manufacturer#5,Brand#51,STANDARD POLISHED COPPER,8,MED JAR,1764,lyly regular depos
1863,powder misty linen wheat coral,Manufacturer#5,Brand#54,ECONOMY POLISHED BRASS,49,JUMBO BOX,1765,. slyly final foxes ca
1864,almond hot peach cornflower antique,Manufacturer#5,Brand#51,SMALL ANODIZED COPPER,20,JUMBO BAG,1766,hely special r
1865,cornflower honeydew lavender ivory royal,Manufacturer#3,Brand#32,PROMO ANODIZED TIN,39,MED PACK,1767,n pinto beans. deposit
1866,misty red seashell ivory navy,Manufacturer#4,Brand#41,MEDIUM PLATED TIN,18,MED JAR,1768,rnis. speci
1867,mint pale dim chiffon indian,Manufacturer#5,Brand#53,LARGE PLATED STEEL,49,WRAP CAN,1769," would wake against t"
1868,orange snow chiffon steel drab,Manufacturer#3,Brand#32,ECONOMY BURNISHED STEEL,16,JUMBO JAR,1770,"egular, special ide"
1869,gainsboro dark cornflower aquamarine olive,Manufacturer#2,Brand#25,SMALL ANODIZED STEEL,6,JUMBO DRUM,1771,posits affix furio
1870,red lime thistle firebrick lavender,Manufacturer#3,Brand#34,LARGE BURNISHED TIN,49,SM DRUM,1772,ronic requests boost
1871,medium gainsboro lace slate frosted,Manufacturer#1,Brand#14,SMALL ANODIZED BRASS,21,JUMBO JAR,1773,ross the regul
1872,frosted drab mint powder metallic,Manufacturer#2,Brand#22,LARGE BURNISHED TIN,45,WRAP CAN,1774,essly regular 
1873,smoke slate moccasin brown magenta,Manufacturer#1,Brand#12,SMALL PLATED NICKEL,48,MED PACK,1775,arefully instructions.
1874,sky brown seashell papaya sandy,Manufacturer#2,Brand#25,PROMO PLATED NICKEL,3,SM BAG,1776," deposits sleep unu"
1875,blue peach smoke coral cream,Manufacturer#2,Brand#25,PROMO ANODIZED STEEL,26,MED CAN,1777,"le slyly unusual, re"
1876,lime magenta deep violet dark,Manufacturer#5,Brand#51,PROMO BRUSHED STEEL,50,MED CASE,1778,ges integrate a
1877,lawn moccasin almond lavender yellow,Manufacturer#5,Brand#54,MEDIUM BURNISHED BRASS,7,JUMBO PACK,1779,ter t
1878,lavender dodger seashell orchid smoke,Manufacturer#5,Brand#55,STANDARD BURNISHED TIN,10,MED BAG,1780," place"
1879,sienna ivory metallic cyan orchid,Manufacturer#5,Brand#51,STANDARD BURNISHED STEEL,10,MED CAN,1781,ly blithely sp
1880,white azure rosy blanched lawn,Manufacturer#3,Brand#34,ECONOMY ANODIZED NICKEL,27,SM PKG,1782,he furiously i
1881,puff snow floral drab powder,Manufacturer#5,Brand#52,LARGE POLISHED NICKEL,41,LG BAG,1783,usly accordin
1882,smoke salmon red pale linen,Manufacturer#4,Brand#42,LARGE POLISHED NICKEL,1,JUMBO BAG,1784," foxes. ir"
1883,metallic peru pink thistle chartreuse,Manufacturer#3,Brand#35,LARGE BRUSHED COPPER,39,LG DRUM,1785,regular requests. even
1884,saddle blanched beige khaki salmon,Manufacturer#3,Brand#34,ECONOMY PLATED NICKEL,47,LG PKG,1786,"ily ironic, blith"
1885,frosted beige moccasin dim burnished,Manufacturer#3,Brand#32,LARGE BRUSHED BRASS,31,LG JAR,1787,iously a
1886,bisque rose tan midnight antique,Manufacturer#4,Brand#44,MEDIUM ANODIZED TIN,43,JUMBO DRUM,1788," slow platelets "
1887,tan honeydew azure orchid plum,Manufacturer#4,Brand#42,ECONOMY PLATED BRASS,46,WRAP BOX,1789," ironic accounts. fluf"
1888,royal gainsboro green orange yellow,Manufacturer#5,Brand#52,LARGE PLATED TIN,9,SM BAG,1790," slyly fi"
1889,papaya lime almond pale lawn,Manufacturer#4,Brand#41,PROMO ANODIZED NICKEL,35,LG BAG,1791,oss the special reque
1890,aquamarine drab dodger midnight rose,Manufacturer#1,Brand#13,STANDARD BURNISHED NICKEL,35,JUMBO CAN,1792,ending
1891,sky cornsilk white khaki goldenrod,Manufacturer#4,Brand#41,PROMO BURNISHED COPPER,20,WRAP CAN,1793,about the 
1892,slate deep lawn beige honeydew,Manufacturer#1,Brand#14,PROMO BRUSHED NICKEL,37,LG BOX,1794,ggle slyly. unu
1893,thistle burlywood smoke pink mint,Manufacturer#5,Brand#52,MEDIUM BURNISHED BRASS,48,MED JAR,1795,thely abo
1894,khaki misty pink plum lime,Manufacturer#4,Brand#42,ECONOMY BRUSHED COPPER,14,MED BAG,1796,dolite
1895,maroon orchid linen spring antique,Manufacturer#2,Brand#25,MEDIUM BRUSHED TIN,4,WRAP PKG,1797,use slyly
1896,goldenrod white dodger chocolate purple,Manufacturer#2,Brand#23,MEDIUM BRUSHED TIN,40,SM DRUM,1798,yly ironic
1897,chocolate red salmon drab medium,Manufacturer#3,Brand#34,STANDARD BRUSHED TIN,19,JUMBO CASE,1799,ole blithely. furio
1898,yellow maroon antique tan grey,Manufacturer#4,Brand#41,MEDIUM BURNISHED STEEL,17,MED DRUM,1800,bold plate
1899,grey misty puff brown lavender,Manufacturer#2,Brand#21,MEDIUM BRUSHED NICKEL,26,SM BOX,1801,"ar, r"
1900,frosted sky burlywood steel ghost,Manufacturer#1,Brand#11,MEDIUM BURNISHED COPPER,44,JUMBO CAN,1802,express requests.
1901,blue beige seashell purple lime,Manufacturer#4,Brand#41,SMALL POLISHED COPPER,14,JUMBO CASE,1803,counts sn
1902,drab mint ghost dark metallic,Manufacturer#3,Brand#32,ECONOMY POLISHED NICKEL,12,SM PKG,1804,carefully requests
1903,antique dodger sienna moccasin slate,Manufacturer#4,Brand#45,SMALL BRUSHED COPPER,33,JUMBO CASE,1805,es wake regularly bold
1904,lemon bisque khaki coral frosted,Manufacturer#1,Brand#13,STANDARD ANODIZED STEEL,20,LG DRUM,1806,ross the s
1905,black dark gainsboro orange wheat,Manufacturer#5,Brand#54,PROMO BURNISHED STEEL,29,LG CAN,1807,uests wake ca
